prospect_stage,source,mx_lead_substage,mx_lender_disbursal_date,mx_risk_category,mx_final_loan_amount,mx_current_address_zip,Perm Address State,Curr Address State
Disbursed,,Disbursed,02-03-2026,Low,52000.0,613705,Bihar,Tamil Nadu
Disbursed,,Disbursed,11-03-2026,Low,106000.0,394345,Gujarat,Gujarat
Disbursed,,Disbursed,11-01-2026,Medium,141000.0,503202,Telangana,Telangana
Disbursed,,Disbursed,10-03-2026,High,60000.0,306303,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,12-04-2026,Medium,88000.0,627803,Odisha,Tamil Nadu
Disbursed,,Disbursed,14-03-2026,Low,95000.0,442401,Maharashtra,Maharashtra
Disbursed,,Disbursed,11-01-2026,Low,110000.0,560015,Karnataka,Karnataka
Disbursed,,Disbursed,07-02-2026,Low,93000.0,383316,Gujarat,Gujarat
Disbursed,,Disbursed,02-03-2026,Medium,163000.0,602026,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,28-01-2026,Medium,38000.0,611110,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,21-03-2026,Low,91000.0,384520,Gujarat,Gujarat
Disbursed,tp_form,Disbursed,03-04-2026,Medium,115000.0,485773,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,20-02-2026,Medium,93000.0,504207,Telangana,Telangana
Disbursed,,Disbursed,14-03-2026,Low,77000.0,451441,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,15-04-2026,High,141000.0,600056,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,26-03-2026,Low,39000.0,734217,Bihar,West Bengal
Disbursed,,Disbursed,05-03-2026,Low,36000.0,445307,Maharashtra,Maharashtra
Disbursed,,Disbursed,29-04-2026,Medium,88000.0,283112,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,05-01-2026,Low,46000.0,110009,Odisha,Delhi
Disbursed,,Disbursed,24-04-2026,Medium,93000.0,312401,Rajasthan,Rajasthan
Disbursed,,Disbursed,09-01-2026,High,172000.0,331022,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,21-04-2026,Low,90000.0,585417,Karnataka,Karnataka
Disbursed,,Disbursed,27-01-2026,Low,85000.0,574153,Karnataka,Karnataka
Disbursed,,Disbursed,26-01-2026,Medium,125000.0,323603,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,27-01-2026,Medium,46000.0,342003,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,28-04-2026,Medium,111000.0,629193,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,19-03-2026,High,129000.0,470442,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,13-01-2026,Low,51000.0,473001,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,22-04-2026,Low,37000.0,283203,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,08-04-2026,Medium,92000.0,455339,Odisha,Madhya Pradesh
Disbursed,,Disbursed,25-03-2026,Low,32000.0,505530,Telangana,Telangana
Disbursed,,Disbursed,14-01-2026,Low,102000.0,585211,Rajasthan,Karnataka
Disbursed,tp_form,Disbursed,31-01-2026,Medium,39000.0,584132,Karnataka,Karnataka
Disbursed,,Disbursed,30-03-2026,Medium,129000.0,509412,Telangana,Telangana
Disbursed,,Disbursed,22-01-2026,High,84000.0,110085,Delhi,Delhi
Disbursed,,Disbursed,29-01-2026,Medium,78000.0,226501,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,20-02-2026,Low,47000.0,110044,Rajasthan,Delhi
Disbursed,tp_form,Disbursed,06-02-2026,Low,78000.0,643243,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,31-03-2026,Low,90000.0,382210,Gujarat,Gujarat
Disbursed,,Disbursed,27-02-2026,Medium,81000.0,342901,Rajasthan,Rajasthan
Disbursed,,Disbursed,12-03-2026,Medium,60000.0,713303,West Bengal,West Bengal
Disbursed,,Disbursed,19-02-2026,Low,56000.0,563138,Karnataka,Karnataka
Disbursed,,Disbursed,19-03-2026,High,164000.0,383245,Gujarat,Gujarat
Disbursed,,Disbursed,17-03-2026,Low,84000.0,400186,Maharashtra,Maharashtra
Disbursed,,Disbursed,17-04-2026,Medium,83000.0,721517,West Bengal,West Bengal
Disbursed,,Disbursed,28-01-2026,Medium,47000.0,243637,Madhya Pradesh,Uttar Pradesh
Disbursed,,Disbursed,31-01-2026,Low,107000.0,444311,Maharashtra,Maharashtra
Disbursed,,Disbursed,24-03-2026,Low,64000.0,506166,Madhya Pradesh,Telangana
Disbursed,,Disbursed,01-03-2026,Medium,60000.0,341317,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,04-01-2026,Medium,79000.0,421305,Uttar Pradesh,Maharashtra
Disbursed,,Disbursed,04-02-2026,Very High,163000.0,229404,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,31-01-2026,High,55000.0,370205,Bihar,Gujarat
Disbursed,,Disbursed,07-02-2026,Low,66000.0,341533,Rajasthan,Rajasthan
Disbursed,,Disbursed,12-01-2026,Low,66000.0,232331,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,27-01-2026,Low,110000.0,110047,Delhi,Delhi
Disbursed,tp_form,Disbursed,16-04-2026,Medium,52000.0,202142,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,05-03-2026,Low,104000.0,274203,Madhya Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-01-2026,Medium,153000.0,229801,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,18-01-2026,Low,45000.0,277001,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,24-01-2026,High,123000.0,110030,Delhi,Delhi
Disbursed,,Disbursed,18-03-2026,High,132000.0,736134,West Bengal,West Bengal
Disbursed,,Disbursed,24-03-2026,Very High,140000.0,322238,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,19-02-2026,Medium,101000.0,632008,Madhya Pradesh,Tamil Nadu
Disbursed,,Disbursed,11-04-2026,Low,46000.0,241305,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,28-02-2026,Low,31000.0,586127,Karnataka,Karnataka
Disbursed,,Disbursed,14-01-2026,High,114000.0,414301,Maharashtra,Maharashtra
Disbursed,,Disbursed,04-02-2026,Medium,40000.0,630557,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,18-02-2026,Low,29000.0,384515,Gujarat,Gujarat
Disbursed,,Disbursed,22-01-2026,Low,114000.0,333020,Rajasthan,Rajasthan
Disbursed,,Disbursed,03-02-2026,Medium,61000.0,600031,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,09-04-2026,Low,73000.0,384265,Gujarat,Gujarat
Disbursed,,Disbursed,20-04-2026,Medium,76000.0,742404,West Bengal,West Bengal
Disbursed,,Disbursed,25-04-2026,Medium,90000.0,313201,Rajasthan,Rajasthan
Disbursed,,Disbursed,13-03-2026,Low,40000.0,391152,Gujarat,Gujarat
Disbursed,,Disbursed,01-01-2026,Very High,207000.0,453661,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,20-04-2026,Low,80000.0,500001,Telangana,Telangana
Disbursed,,Disbursed,28-02-2026,High,99000.0,581362,Karnataka,Karnataka
Disbursed,,Disbursed,11-03-2026,Very High,193000.0,600056,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,24-01-2026,Low,104000.0,641023,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,09-02-2026,Medium,77000.0,505129,Telangana,Telangana
Disbursed,tp_form,Disbursed,30-04-2026,Medium,86000.0,411014,Maharashtra,Maharashtra
Disbursed,,Disbursed,27-02-2026,Medium,62000.0,609405,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,06-01-2026,High,122000.0,400030,Maharashtra,Maharashtra
Disbursed,,Disbursed,29-01-2026,Low,104000.0,416615,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,04-01-2026,Low,32000.0,591115,Karnataka,Karnataka
Disbursed,,Disbursed,16-02-2026,High,179000.0,621710,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,18-01-2026,Medium,142000.0,271503,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,26-01-2026,Very High,62000.0,625705,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,15-03-2026,Low,79000.0,388460,Gujarat,Gujarat
Disbursed,,Disbursed,22-03-2026,Low,93000.0,326519,Rajasthan,Rajasthan
Disbursed,,Disbursed,11-03-2026,High,117000.0,500050,Telangana,Telangana
Disbursed,,Disbursed,19-02-2026,Medium,93000.0,733102,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,12-03-2026,High,83000.0,474007,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,08-04-2026,Low,100000.0,110054,Delhi,Delhi
Disbursed,,Disbursed,12-04-2026,Low,56000.0,721144,West Bengal,West Bengal
Disbursed,,Disbursed,20-01-2026,Medium,63000.0,231215,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,19-04-2026,Medium,77000.0,326512,Rajasthan,Rajasthan
Disbursed,,Disbursed,06-03-2026,High,139000.0,243638,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,09-01-2026,Low,106000.0,614303,Bihar,Tamil Nadu
Disbursed,,Disbursed,16-01-2026,Low,114000.0,500020,Telangana,Telangana
Disbursed,,Disbursed,10-01-2026,Medium,108000.0,574153,Karnataka,Karnataka
Disbursed,,Disbursed,22-03-2026,Medium,69000.0,721631,West Bengal,West Bengal
Disbursed,,Disbursed,13-02-2026,Very High,196000.0,411039,Rajasthan,Maharashtra
Disbursed,,Disbursed,16-04-2026,Low,109000.0,385520,Gujarat,Gujarat
Disbursed,,Disbursed,19-01-2026,Medium,151000.0,635203,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,15-01-2026,Very High,177000.0,388265,Gujarat,Gujarat
Disbursed,,Disbursed,29-03-2026,Low,63000.0,734421,West Bengal,West Bengal
Disbursed,,Disbursed,09-04-2026,Low,33000.0,110064,Delhi,Delhi
Disbursed,,Disbursed,17-01-2026,Very High,177000.0,574314,Bihar,Karnataka
Disbursed,,Disbursed,03-03-2026,Medium,162000.0,110016,Delhi,Delhi
Disbursed,,Disbursed,21-01-2026,Low,50000.0,243725,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,23-04-2026,Low,58000.0,391168,Gujarat,Gujarat
Disbursed,,Disbursed,10-02-2026,Medium,48000.0,110040,Delhi,Delhi
Disbursed,,Disbursed,10-04-2026,Very High,77000.0,572102,Madhya Pradesh,Karnataka
Disbursed,,Disbursed,16-04-2026,High,87000.0,743399,Odisha,West Bengal
Disbursed,tp_form,Disbursed,23-01-2026,High,60000.0,591104,Karnataka,Karnataka
Disbursed,,Disbursed,20-04-2026,Very High,153000.0,572106,Karnataka,Karnataka
Disbursed,,Disbursed,09-03-2026,Medium,144000.0,222002,Bihar,Uttar Pradesh
Disbursed,,Disbursed,09-04-2026,Low,63000.0,402208,Maharashtra,Maharashtra
Disbursed,,Disbursed,20-02-2026,High,142000.0,362250,Gujarat,Gujarat
Disbursed,,Disbursed,07-01-2026,Medium,50000.0,507119,Telangana,Telangana
Disbursed,,Disbursed,11-01-2026,Medium,80000.0,627202,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,13-03-2026,Low,41000.0,313328,Rajasthan,Rajasthan
Disbursed,,Disbursed,22-04-2026,Medium,118000.0,508202,Telangana,Telangana
Disbursed,,Disbursed,26-01-2026,Very High,157000.0,700138,West Bengal,West Bengal
Disbursed,,Disbursed,06-04-2026,Low,74000.0,455115,Bihar,Madhya Pradesh
Disbursed,,Disbursed,02-03-2026,Medium,135000.0,413114,Bihar,Maharashtra
Disbursed,,Disbursed,13-01-2026,Low,121000.0,453115,Bihar,Madhya Pradesh
Disbursed,,Disbursed,20-04-2026,High,71000.0,250001,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,14-03-2026,Low,99000.0,370135,Gujarat,Gujarat
Disbursed,,Disbursed,08-02-2026,Low,58000.0,247341,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,23-02-2026,High,187000.0,415015,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,14-01-2026,Low,61000.0,110097,Delhi,Delhi
Disbursed,tp_form,Disbursed,04-01-2026,Medium,63000.0,581358,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,31-03-2026,High,56000.0,305003,Rajasthan,Rajasthan
Disbursed,,Disbursed,20-04-2026,Medium,89000.0,303323,Rajasthan,Rajasthan
Disbursed,,Disbursed,04-01-2026,Medium,55000.0,464671,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,28-04-2026,Medium,105000.0,488448,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,19-03-2026,Medium,106000.0,591115,Rajasthan,Karnataka
Disbursed,,Disbursed,19-01-2026,High,54000.0,388345,Gujarat,Gujarat
Disbursed,tp_form,Disbursed,29-01-2026,Medium,96000.0,281204,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,04-01-2026,High,144000.0,742302,West Bengal,West Bengal
Disbursed,,Disbursed,16-03-2026,Medium,159000.0,577596,Karnataka,Karnataka
Disbursed,,Disbursed,21-04-2026,Very High,144000.0,262726,Odisha,Uttar Pradesh
Disbursed,,Disbursed,24-02-2026,Low,33000.0,424205,Maharashtra,Maharashtra
Disbursed,,Disbursed,13-01-2026,High,82000.0,485775,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,07-03-2026,High,133000.0,325201,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,21-04-2026,High,92000.0,441904,Maharashtra,Maharashtra
Disbursed,,Disbursed,23-02-2026,Low,111000.0,721140,West Bengal,West Bengal
Disbursed,,Disbursed,29-03-2026,Low,112000.0,304801,Rajasthan,Rajasthan
Disbursed,,Disbursed,09-04-2026,Low,70000.0,341521,Rajasthan,Rajasthan
Disbursed,,Disbursed,30-04-2026,Very High,209000.0,574231,Karnataka,Karnataka
Disbursed,,Disbursed,22-03-2026,Medium,121000.0,577217,Karnataka,Karnataka
Disbursed,,Disbursed,22-03-2026,Low,62000.0,457111,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,03-04-2026,High,180000.0,110060,Delhi,Delhi
Disbursed,,Disbursed,02-04-2026,Low,67000.0,602026,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,22-03-2026,Low,109000.0,365650,Gujarat,Gujarat
Disbursed,,Disbursed,06-03-2026,Medium,145000.0,396120,Gujarat,Gujarat
Disbursed,tp_form,Disbursed,02-02-2026,Medium,62000.0,500070,Uttar Pradesh,Telangana
Disbursed,,Disbursed,11-03-2026,Medium,149000.0,606904,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,09-01-2026,High,64000.0,628304,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,02-01-2026,High,128000.0,110085,Delhi,Delhi
Disbursed,,Disbursed,22-04-2026,Low,51000.0,370655,Gujarat,Gujarat
Disbursed,,Disbursed,14-03-2026,Low,96000.0,485881,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,25-02-2026,Low,56000.0,415015,Maharashtra,Maharashtra
Disbursed,,Disbursed,05-01-2026,Low,60000.0,413603,Maharashtra,Maharashtra
Disbursed,,Disbursed,28-04-2026,Medium,115000.0,441614,Maharashtra,Maharashtra
Disbursed,,Disbursed,20-04-2026,Low,64000.0,480557,Odisha,Madhya Pradesh
Disbursed,,Disbursed,08-03-2026,High,124000.0,480442,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,22-02-2026,Medium,106000.0,394345,Gujarat,Gujarat
Disbursed,,Disbursed,26-02-2026,Low,93000.0,700066,West Bengal,West Bengal
Disbursed,,Disbursed,10-02-2026,High,115000.0,504208,Madhya Pradesh,Telangana
Disbursed,,Disbursed,30-03-2026,Medium,157000.0,465661,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,20-03-2026,Low,53000.0,581347,Karnataka,Karnataka
Disbursed,,Disbursed,13-01-2026,Medium,49000.0,470001,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,16-04-2026,Low,43000.0,396120,Gujarat,Gujarat
Disbursed,,Disbursed,13-02-2026,Low,77000.0,344703,Rajasthan,Rajasthan
Disbursed,,Disbursed,16-04-2026,Low,43000.0,442401,Maharashtra,Maharashtra
Disbursed,,Disbursed,03-04-2026,Medium,139000.0,464570,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-03-2026,Medium,154000.0,458330,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,15-03-2026,Low,110000.0,416213,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,08-02-2026,Medium,73000.0,591240,Karnataka,Karnataka
Disbursed,,Disbursed,26-03-2026,Low,53000.0,422501,Maharashtra,Maharashtra
Disbursed,,Disbursed,11-03-2026,Low,120000.0,229201,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,23-01-2026,Very High,113000.0,586213,Karnataka,Karnataka
Disbursed,,Disbursed,18-04-2026,Medium,130000.0,458330,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,30-01-2026,Low,90000.0,110014,Odisha,Delhi
Disbursed,,Disbursed,09-02-2026,Low,56000.0,465661,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,23-01-2026,Low,112000.0,503219,Telangana,Telangana
Disbursed,,Disbursed,18-03-2026,High,136000.0,431125,Maharashtra,Maharashtra
Disbursed,,Disbursed,25-01-2026,Low,71000.0,741137,Madhya Pradesh,West Bengal
Disbursed,tp_form,Disbursed,22-04-2026,Very High,162000.0,451441,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,20-02-2026,High,171000.0,500989,Telangana,Telangana
Disbursed,,Disbursed,12-01-2026,Medium,114000.0,560049,Karnataka,Karnataka
Disbursed,,Disbursed,21-01-2026,Medium,82000.0,110069,Delhi,Delhi
Disbursed,,Disbursed,22-03-2026,Low,33000.0,342026,Rajasthan,Rajasthan
Disbursed,,Disbursed,21-04-2026,Medium,82000.0,641111,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,02-02-2026,Low,30000.0,201016,Bihar,Uttar Pradesh
Disbursed,,Disbursed,29-03-2026,Medium,145000.0,335073,Rajasthan,Rajasthan
Disbursed,,Disbursed,13-04-2026,High,121000.0,721506,West Bengal,West Bengal
Disbursed,,Disbursed,14-03-2026,Low,38000.0,110045,Odisha,Delhi
Disbursed,,Disbursed,04-01-2026,Medium,40000.0,110047,Uttar Pradesh,Delhi
Disbursed,tp_form,Disbursed,27-03-2026,Medium,127000.0,508376,Telangana,Telangana
Disbursed,,Disbursed,05-02-2026,Medium,65000.0,440019,Maharashtra,Maharashtra
Disbursed,,Disbursed,25-04-2026,High,67000.0,110034,Delhi,Delhi
Disbursed,,Disbursed,30-04-2026,Medium,98000.0,331803,Rajasthan,Rajasthan
Disbursed,,Disbursed,08-04-2026,Low,105000.0,450051,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,12-03-2026,Medium,162000.0,607209,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,06-02-2026,Medium,98000.0,505304,Telangana,Telangana
Disbursed,,Disbursed,17-02-2026,Medium,124000.0,335073,Rajasthan,Rajasthan
Disbursed,,Disbursed,05-02-2026,Low,100000.0,272177,Odisha,Uttar Pradesh
Disbursed,,Disbursed,25-03-2026,Low,78000.0,361160,Gujarat,Gujarat
Disbursed,,Disbursed,24-01-2026,Very High,72000.0,477331,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,12-03-2026,Very High,94000.0,509381,Telangana,Telangana
Disbursed,,Disbursed,05-02-2026,Low,52000.0,481662,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,26-01-2026,Medium,94000.0,503246,Telangana,Telangana
Disbursed,,Disbursed,09-03-2026,Very High,242000.0,585291,Karnataka,Karnataka
Disbursed,,Disbursed,08-01-2026,Medium,149000.0,110064,Delhi,Delhi
Disbursed,,Disbursed,27-03-2026,Medium,104000.0,473880,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,29-03-2026,Medium,60000.0,385520,Gujarat,Gujarat
Disbursed,,Disbursed,19-01-2026,Medium,161000.0,251201,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,10-03-2026,Low,100000.0,735211,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,09-01-2026,High,98000.0,243637,Bihar,Uttar Pradesh
Disbursed,,Disbursed,24-03-2026,Medium,53000.0,360055,Gujarat,Gujarat
Disbursed,,Disbursed,07-03-2026,Medium,143000.0,410509,Maharashtra,Maharashtra
Disbursed,,Disbursed,14-04-2026,High,84000.0,576235,Bihar,Karnataka
Disbursed,,Disbursed,31-01-2026,Low,99000.0,504109,Telangana,Telangana
Disbursed,,Disbursed,12-02-2026,Low,121000.0,508202,Telangana,Telangana
Disbursed,,Disbursed,03-02-2026,Low,56000.0,642002,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,18-03-2026,Low,92000.0,332406,Rajasthan,Rajasthan
Disbursed,,Disbursed,26-01-2026,Medium,161000.0,501401,Telangana,Telangana
Disbursed,tp_form,Disbursed,15-04-2026,Low,50000.0,574314,Madhya Pradesh,Karnataka
Disbursed,,Disbursed,08-01-2026,Low,89000.0,603302,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,02-02-2026,Low,95000.0,500024,Telangana,Telangana
Disbursed,,Disbursed,04-03-2026,High,96000.0,210431,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,25-01-2026,Medium,67000.0,637018,Bihar,Tamil Nadu
Disbursed,,Disbursed,16-03-2026,High,142000.0,461441,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,24-03-2026,Medium,69000.0,388450,Rajasthan,Gujarat
Disbursed,,Disbursed,18-01-2026,Medium,141000.0,303508,Rajasthan,Rajasthan
Disbursed,,Disbursed,24-02-2026,High,123000.0,731129,Bihar,West Bengal
Disbursed,,Disbursed,08-02-2026,Medium,117000.0,110091,Delhi,Delhi
Disbursed,,Disbursed,03-04-2026,Low,80000.0,484447,Bihar,Madhya Pradesh
Disbursed,,Disbursed,01-03-2026,Low,104000.0,328021,Rajasthan,Rajasthan
Disbursed,,Disbursed,07-02-2026,High,67000.0,441105,Maharashtra,Maharashtra
Disbursed,,Disbursed,12-03-2026,Medium,105000.0,243724,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,01-02-2026,Low,56000.0,391168,Odisha,Gujarat
Disbursed,tp_form,Disbursed,23-01-2026,High,150000.0,388543,Gujarat,Gujarat
Disbursed,,Disbursed,12-01-2026,Medium,143000.0,390008,Gujarat,Gujarat
Disbursed,,Disbursed,13-02-2026,Low,44000.0,632201,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,19-02-2026,Medium,102000.0,623409,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,27-03-2026,Low,106000.0,415505,Maharashtra,Maharashtra
Disbursed,,Disbursed,26-04-2026,Medium,38000.0,389155,Gujarat,Gujarat
Disbursed,,Disbursed,27-01-2026,Low,85000.0,508245,Madhya Pradesh,Telangana
Disbursed,,Disbursed,07-03-2026,Medium,74000.0,416503,Maharashtra,Maharashtra
Disbursed,,Disbursed,10-03-2026,Low,71000.0,361008,Gujarat,Gujarat
Disbursed,,Disbursed,15-04-2026,Very High,96000.0,382475,Gujarat,Gujarat
Disbursed,,Disbursed,26-03-2026,Low,120000.0,110094,Delhi,Delhi
Disbursed,,Disbursed,03-03-2026,Low,94000.0,391775,Rajasthan,Gujarat
Disbursed,,Disbursed,24-04-2026,Low,44000.0,455339,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,18-01-2026,Medium,116000.0,222002,Bihar,Uttar Pradesh
Disbursed,,Disbursed,16-02-2026,Medium,150000.0,600036,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,30-03-2026,Medium,62000.0,505129,Madhya Pradesh,Telangana
Disbursed,,Disbursed,09-04-2026,Low,38000.0,465337,Madhya Pradesh,Madhya Pradesh
Disbursed,tp_form,Disbursed,05-03-2026,Medium,95000.0,415712,Maharashtra,Maharashtra
Disbursed,,Disbursed,15-04-2026,High,91000.0,110001,Delhi,Delhi
Disbursed,,Disbursed,14-01-2026,Low,84000.0,500073,Bihar,Telangana
Disbursed,,Disbursed,09-03-2026,High,151000.0,321201,Rajasthan,Rajasthan
Disbursed,,Disbursed,19-02-2026,Low,31000.0,110009,Delhi,Delhi
Disbursed,,Disbursed,15-03-2026,Medium,140000.0,210120,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-01-2026,Medium,85000.0,700036,West Bengal,West Bengal
Disbursed,,Disbursed,14-02-2026,Low,108000.0,477660,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,13-04-2026,Low,45000.0,508245,Telangana,Telangana
Disbursed,tp_form,Disbursed,20-01-2026,High,120000.0,413510,Maharashtra,Maharashtra
Disbursed,,Disbursed,10-04-2026,Low,28000.0,110066,Delhi,Delhi
Disbursed,,Disbursed,04-01-2026,High,124000.0,614205,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,02-04-2026,Very High,230000.0,700001,West Bengal,West Bengal
Disbursed,,Disbursed,16-04-2026,Very High,63000.0,462031,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,16-04-2026,Medium,125000.0,400064,Maharashtra,Maharashtra
Disbursed,,Disbursed,14-02-2026,Low,89000.0,394720,Gujarat,Gujarat
Disbursed,,Disbursed,24-04-2026,Medium,138000.0,110124,Bihar,Delhi
Disbursed,,Disbursed,06-01-2026,Medium,125000.0,509125,Telangana,Telangana
Disbursed,,Disbursed,17-01-2026,Low,120000.0,630611,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,19-02-2026,Medium,67000.0,416209,Maharashtra,Maharashtra
Disbursed,,Disbursed,19-02-2026,Medium,105000.0,444402,Madhya Pradesh,Maharashtra
Disbursed,tp_form,Disbursed,02-03-2026,High,47000.0,560011,Karnataka,Karnataka
Disbursed,,Disbursed,14-03-2026,Low,71000.0,110025,Delhi,Delhi
Disbursed,,Disbursed,06-01-2026,High,183000.0,574197,Karnataka,Karnataka
Disbursed,,Disbursed,22-03-2026,Low,96000.0,741137,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,01-03-2026,Medium,92000.0,344706,Rajasthan,Rajasthan
Disbursed,,Disbursed,14-02-2026,Low,29000.0,110043,Rajasthan,Delhi
Disbursed,,Disbursed,17-01-2026,Low,104000.0,229127,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,19-04-2026,Very High,185000.0,591215,Karnataka,Karnataka
Disbursed,,Disbursed,02-02-2026,Medium,158000.0,561204,Karnataka,Karnataka
Disbursed,,Disbursed,18-02-2026,Medium,76000.0,272152,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,22-01-2026,Medium,147000.0,383410,Gujarat,Gujarat
Disbursed,,Disbursed,02-01-2026,Low,28000.0,243639,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,25-01-2026,Low,115000.0,585327,Karnataka,Karnataka
Disbursed,,Disbursed,31-01-2026,Medium,50000.0,364145,Gujarat,Gujarat
Disbursed,,Disbursed,03-04-2026,Low,44000.0,110044,Delhi,Delhi
Disbursed,,Disbursed,09-04-2026,Medium,66000.0,474009,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,12-02-2026,High,77000.0,614303,Rajasthan,Tamil Nadu
Disbursed,,Disbursed,10-03-2026,Low,74000.0,362037,Gujarat,Gujarat
